loan_int_rate,loan_amnt,loan_grade,debt_ratio,loan_intent,loan_percent_income,person_income,dataset,label
,,,0.46623786,,,,credit_risk_benchmark,
,,,0.029588165,,,,credit_risk_benchmark,
,,,0.097758955,,,,credit_risk_benchmark,
,,,0.553815395,,,,credit_risk_benchmark,
,,,0.940190723,,,,credit_risk_benchmark,
,,,0.414862336,,,,credit_risk_benchmark,
,,,0.467029973,,,,credit_risk_benchmark,
,,,0.098450775,,,,credit_risk_benchmark,
,,,0.053733208,,,,credit_risk_benchmark,
,,,0.605616199,,,,credit_risk_benchmark,
,,,0.589184206,,,,credit_risk_benchmark,
,,,0.24935013,,,,credit_risk_benchmark,
,,,0.366187303,,,,credit_risk_benchmark,
,,,0.545038486,,,,credit_risk_benchmark,
,,,0.660649819,,,,credit_risk_benchmark,
,,,0.005342832,,,,credit_risk_benchmark,
,,,0.960918752,,,,credit_risk_benchmark,
,,,0.403757533,,,,credit_risk_benchmark,
,,,0.418197725,,,,credit_risk_benchmark,
,,,0.365302055,,,,credit_risk_benchmark,
,,,0.0,,,,credit_risk_benchmark,
,,,0.208565953,,,,credit_risk_benchmark,
,,,0.172322093,,,,credit_risk_benchmark,
,,,0.389697892,,,,credit_risk_benchmark,
,,,0.438818565,,,,credit_risk_benchmark,
,,,0.011318619,,,,credit_risk_benchmark,
,,,0.413917217,,,,credit_risk_benchmark,
,,,0.048167222,,,,credit_risk_benchmark,
,,,0.678264347,,,,credit_risk_benchmark,
,,,0.451774113,,,,credit_risk_benchmark,
,,,0.665866742,,,,credit_risk_benchmark,
,,,0.0,,,,credit_risk_benchmark,
,,,1.67130829,,,,credit_risk_benchmark,
,,,0.294035333,,,,credit_risk_benchmark,
,,,0.0,,,,credit_risk_benchmark,
,,,0.726971298,,,,credit_risk_benchmark,
,,,0.001999556,,,,credit_risk_benchmark,
,,,3740.0,,,,credit_risk_benchmark,
,,,0.359836181,,,,credit_risk_benchmark,
,,,0.266293483,,,,credit_risk_benchmark,
,,,0.132474701,,,,credit_risk_benchmark,
,,,0.552093899,,,,credit_risk_benchmark,
,,,0.704573857,,,,credit_risk_benchmark,
,,,0.566644015,,,,credit_risk_benchmark,
,,,0.069350083,,,,credit_risk_benchmark,
,,,0.223463687,,,,credit_risk_benchmark,
,,,0.202059394,,,,credit_risk_benchmark,
,,,0.150837989,,,,credit_risk_benchmark,
,,,0.077184563,,,,credit_risk_benchmark,
,,,0.47954056,,,,credit_risk_benchmark,
,,,0.493196334,,,,credit_risk_benchmark,
,,,0.366497296,,,,credit_risk_benchmark,
,,,1.774193548,,,,credit_risk_benchmark,
,,,0.350549817,,,,credit_risk_benchmark,
,,,0.124818578,,,,credit_risk_benchmark,
,,,0.253045923,,,,credit_risk_benchmark,
,,,1.103354795,,,,credit_risk_benchmark,
,,,0.221094599,,,,credit_risk_benchmark,
,,,0.413457873,,,,credit_risk_benchmark,
,,,0.123908878,,,,credit_risk_benchmark,
,,,0.789190401,,,,credit_risk_benchmark,
,,,0.424287856,,,,credit_risk_benchmark,
,,,0.388427652,,,,credit_risk_benchmark,
,,,0.205975768,,,,credit_risk_benchmark,
,,,0.314386135,,,,credit_risk_benchmark,
,,,0.804020629,,,,credit_risk_benchmark,
,,,0.600393701,,,,credit_risk_benchmark,
,,,1607.0,,,,credit_risk_benchmark,
,,,0.365066876,,,,credit_risk_benchmark,
,,,3.613269892,,,,credit_risk_benchmark,
,,,0.070418512,,,,credit_risk_benchmark,
,,,0.04429557,,,,credit_risk_benchmark,
,,,0.062812277,,,,credit_risk_benchmark,
,,,0.443625946,,,,credit_risk_benchmark,
,,,0.095380924,,,,credit_risk_benchmark,
,,,0.008482278,,,,credit_risk_benchmark,
,,,0.210817796,,,,credit_risk_benchmark,
,,,0.581395349,,,,credit_risk_benchmark,
,,,0.575474842,,,,credit_risk_benchmark,
,,,0.128733533,,,,credit_risk_benchmark,
,,,0.364702673,,,,credit_risk_benchmark,
,,,0.789084843,,,,credit_risk_benchmark,
,,,0.193472508,,,,credit_risk_benchmark,
,,,0.396455083,,,,credit_risk_benchmark,
,,,0.045620248,,,,credit_risk_benchmark,
,,,0.225385528,,,,credit_risk_benchmark,
,,,0.346685083,,,,credit_risk_benchmark,
,,,0.077980505,,,,credit_risk_benchmark,
,,,0.748189281,,,,credit_risk_benchmark,
,,,1.1302485,,,,credit_risk_benchmark,
,,,1.24915318,,,,credit_risk_benchmark,
,,,0.266666667,,,,credit_risk_benchmark,
,,,0.003250975,,,,credit_risk_benchmark,
,,,0.563575791,,,,credit_risk_benchmark,
,,,0.521534176,,,,credit_risk_benchmark,
,,,0.569198439,,,,credit_risk_benchmark,
,,,0.645770513,,,,credit_risk_benchmark,
,,,0.69143078,,,,credit_risk_benchmark,
,,,0.364392679,,,,credit_risk_benchmark,
,,,0.268362201,,,,credit_risk_benchmark,
,,,0.916541729,,,,credit_risk_benchmark,
,,,0.212223587,,,,credit_risk_benchmark,
,,,0.539481738,,,,credit_risk_benchmark,
,,,0.382465544,,,,credit_risk_benchmark,
,,,0.654869026,,,,credit_risk_benchmark,
,,,0.481802426,,,,credit_risk_benchmark,
,,,0.447809468,,,,credit_risk_benchmark,
,,,0.761354582,,,,credit_risk_benchmark,
,,,0.355582898,,,,credit_risk_benchmark,
,,,0.051260737,,,,credit_risk_benchmark,
,,,1.485351465,,,,credit_risk_benchmark,
,,,0.134025152,,,,credit_risk_benchmark,
,,,0.454956618,,,,credit_risk_benchmark,
,,,0.685566225,,,,credit_risk_benchmark,
,,,0.680386602,,,,credit_risk_benchmark,
,,,0.354416576,,,,credit_risk_benchmark,
,,,0.354822335,,,,credit_risk_benchmark,
,,,0.249255952,,,,credit_risk_benchmark,
,,,0.0,,,,credit_risk_benchmark,
,,,0.380252358,,,,credit_risk_benchmark,
,,,0.0,,,,credit_risk_benchmark,
,,,0.851642336,,,,credit_risk_benchmark,
,,,0.099950025,,,,credit_risk_benchmark,
,,,0.361546982,,,,credit_risk_benchmark,
,,,0.40878553,,,,credit_risk_benchmark,
,,,0.150273224,,,,credit_risk_benchmark,
,,,0.661251615,,,,credit_risk_benchmark,
,,,0.406990361,,,,credit_risk_benchmark,
,,,0.65141497,,,,credit_risk_benchmark,
,,,1.336655372,,,,credit_risk_benchmark,
,,,0.216008209,,,,credit_risk_benchmark,
,,,0.610324729,,,,credit_risk_benchmark,
,,,0.189523672,,,,credit_risk_benchmark,
,,,0.593789607,,,,credit_risk_benchmark,
,,,0.141287153,,,,credit_risk_benchmark,
,,,0.306461692,,,,credit_risk_benchmark,
,,,0.50704698,,,,credit_risk_benchmark,
,,,0.68304,,,,credit_risk_benchmark,
,,,0.0,,,,credit_risk_benchmark,
,,,0.232465814,,,,credit_risk_benchmark,
,,,0.627653683,,,,credit_risk_benchmark,
,,,0.130775466,,,,credit_risk_benchmark,
,,,0.753264145,,,,credit_risk_benchmark,
,,,0.019583229,,,,credit_risk_benchmark,
,,,0.065586883,,,,credit_risk_benchmark,
,,,0.320451478,,,,credit_risk_benchmark,
,,,0.659083305,,,,credit_risk_benchmark,
,,,0.464267866,,,,credit_risk_benchmark,
,,,0.236391913,,,,credit_risk_benchmark,
,,,0.236104029,,,,credit_risk_benchmark,
,,,0.0,,,,credit_risk_benchmark,
,,,0.198278256,,,,credit_risk_benchmark,
,,,0.510655248,,,,credit_risk_benchmark,
,,,0.483303339,,,,credit_risk_benchmark,
,,,1.85106383,,,,credit_risk_benchmark,
,,,0.294633643,,,,credit_risk_benchmark,
,,,0.184172936,,,,credit_risk_benchmark,
,,,0.002678093,,,,credit_risk_benchmark,
,,,0.22746385,,,,credit_risk_benchmark,
,,,0.612596119,,,,credit_risk_benchmark,
,,,0.0,,,,credit_risk_benchmark,
,,,0.0,,,,credit_risk_benchmark,
,,,0.922707798,,,,credit_risk_benchmark,
,,,0.068069014,,,,credit_risk_benchmark,
,,,35.44078216,,,,credit_risk_benchmark,
,,,0.124848145,,,,credit_risk_benchmark,
,,,0.730104502,,,,credit_risk_benchmark,
,,,0.0,,,,credit_risk_benchmark,
,,,0.226989619,,,,credit_risk_benchmark,
,,,24.18964683,,,,credit_risk_benchmark,
,,,0.39287945,,,,credit_risk_benchmark,
,,,0.515070922,,,,credit_risk_benchmark,
,,,0.561371289,,,,credit_risk_benchmark,
,,,0.714285714,,,,credit_risk_benchmark,
,,,0.556563158,,,,credit_risk_benchmark,
,,,0.24203291,,,,credit_risk_benchmark,
,,,0.213638155,,,,credit_risk_benchmark,
,,,0.19997868,,,,credit_risk_benchmark,
,,,0.235432806,,,,credit_risk_benchmark,
,,,0.847424473,,,,credit_risk_benchmark,
,,,0.021450645,,,,credit_risk_benchmark,
,,,0.429801416,,,,credit_risk_benchmark,
,,,0.183980484,,,,credit_risk_benchmark,
,,,0.405266284,,,,credit_risk_benchmark,
,,,0.509432704,,,,credit_risk_benchmark,
,,,0.017549123,,,,credit_risk_benchmark,
,,,0.324642127,,,,credit_risk_benchmark,
,,,0.0,,,,credit_risk_benchmark,
,,,0.244748611,,,,credit_risk_benchmark,
,,,0.218272702,,,,credit_risk_benchmark,
,,,0.733512384,,,,credit_risk_benchmark,
,,,0.377651915,,,,credit_risk_benchmark,
,,,0.506845101,,,,credit_risk_benchmark,
,,,0.34895638,,,,credit_risk_benchmark,
,,,0.277280702,,,,credit_risk_benchmark,
,,,1.546090782,,,,credit_risk_benchmark,
,,,0.405964489,,,,credit_risk_benchmark,
,,,0.166733147,,,,credit_risk_benchmark,
,,,0.357370095,,,,credit_risk_benchmark,
,,,0.013539652,,,,credit_risk_benchmark,
,,,0.406735751,,,,credit_risk_benchmark,
,,,0.01509849,,,,credit_risk_benchmark,
,,,1.23755249,,,,credit_risk_benchmark,
,,,0.237254249,,,,credit_risk_benchmark,
,,,1.098887659,,,,credit_risk_benchmark,
,,,0.292938931,,,,credit_risk_benchmark,
,,,0.225884096,,,,credit_risk_benchmark,
,,,0.554281142,,,,credit_risk_benchmark,
,,,0.063066143,,,,credit_risk_benchmark,
,,,0.901263713,,,,credit_risk_benchmark,
,,,0.27653756,,,,credit_risk_benchmark,
,,,0.197782705,,,,credit_risk_benchmark,
,,,0.156605641,,,,credit_risk_benchmark,
,,,0.320690191,,,,credit_risk_benchmark,
,,,0.525298523,,,,credit_risk_benchmark,
,,,0.109372283,,,,credit_risk_benchmark,
,,,0.44784923,,,,credit_risk_benchmark,
,,,0.1829398,,,,credit_risk_benchmark,
,,,0.460513162,,,,credit_risk_benchmark,
,,,1.180577594,,,,credit_risk_benchmark,
,,,0.82738702,,,,credit_risk_benchmark,
,,,0.168777496,,,,credit_risk_benchmark,
,,,0.406665057,,,,credit_risk_benchmark,
,,,0.533185226,,,,credit_risk_benchmark,
,,,0.029356652,,,,credit_risk_benchmark,
,,,0.73012851,,,,credit_risk_benchmark,
,,,0.342609324,,,,credit_risk_benchmark,
,,,0.176747378,,,,credit_risk_benchmark,
,,,2.219414894,,,,credit_risk_benchmark,
,,,0.74355659,,,,credit_risk_benchmark,
,,,0.162799472,,,,credit_risk_benchmark,
,,,0.391131174,,,,credit_risk_benchmark,
,,,0.029202841,,,,credit_risk_benchmark,
,,,0.131557036,,,,credit_risk_benchmark,
,,,0.19177892,,,,credit_risk_benchmark,
,,,0.474947228,,,,credit_risk_benchmark,
,,,0.154400918,,,,credit_risk_benchmark,
,,,0.442011046,,,,credit_risk_benchmark,
,,,0.197019449,,,,credit_risk_benchmark,
,,,0.273726274,,,,credit_risk_benchmark,
,,,0.43188446,,,,credit_risk_benchmark,
,,,0.319557196,,,,credit_risk_benchmark,
,,,0.131934277,,,,credit_risk_benchmark,
,,,0.728403113,,,,credit_risk_benchmark,
,,,0.055737075,,,,credit_risk_benchmark,
,,,0.285656375,,,,credit_risk_benchmark,
,,,0.619584193,,,,credit_risk_benchmark,
,,,1.333333333,,,,credit_risk_benchmark,
,,,0.049937578,,,,credit_risk_benchmark,
,,,0.835991431,,,,credit_risk_benchmark,
,,,0.189944134,,,,credit_risk_benchmark,
,,,0.424242424,,,,credit_risk_benchmark,
,,,0.549408432,,,,credit_risk_benchmark,
,,,0.339704451,,,,credit_risk_benchmark,
,,,0.352051341,,,,credit_risk_benchmark,
,,,0.160139977,,,,credit_risk_benchmark,
,,,0.171950871,,,,credit_risk_benchmark,
,,,0.84107946,,,,credit_risk_benchmark,
,,,0.866426715,,,,credit_risk_benchmark,
,,,0.0,,,,credit_risk_benchmark,
,,,0.823588206,,,,credit_risk_benchmark,
,,,0.31816092,,,,credit_risk_benchmark,
,,,0.232929164,,,,credit_risk_benchmark,
,,,0.203490847,,,,credit_risk_benchmark,
,,,0.364059718,,,,credit_risk_benchmark,
,,,0.40223034,,,,credit_risk_benchmark,
,,,0.02657543,,,,credit_risk_benchmark,
,,,0.043021266,,,,credit_risk_benchmark,
,,,0.077961019,,,,credit_risk_benchmark,
,,,0.416329602,,,,credit_risk_benchmark,
,,,0.50855615,,,,credit_risk_benchmark,
,,,0.773168184,,,,credit_risk_benchmark,
,,,0.648425882,,,,credit_risk_benchmark,
,,,0.346173868,,,,credit_risk_benchmark,
,,,0.181454636,,,,credit_risk_benchmark,
,,,0.374825338,,,,credit_risk_benchmark,
,,,1.947708199,,,,credit_risk_benchmark,
,,,0.83831592,,,,credit_risk_benchmark,
,,,0.28553577,,,,credit_risk_benchmark,
,,,0.090268886,,,,credit_risk_benchmark,
,,,0.344424985,,,,credit_risk_benchmark,
,,,0.001713796,,,,credit_risk_benchmark,
,,,0.349958437,,,,credit_risk_benchmark,
,,,1.689770077,,,,credit_risk_benchmark,
,,,0.285031155,,,,credit_risk_benchmark,
,,,0.214450423,,,,credit_risk_benchmark,
,,,0.431991581,,,,credit_risk_benchmark,
,,,0.530076175,,,,credit_risk_benchmark,
,,,0.261010538,,,,credit_risk_benchmark,
,,,0.480540988,,,,credit_risk_benchmark,
,,,0.403438625,,,,credit_risk_benchmark,
,,,0.44173409,,,,credit_risk_benchmark,
,,,0.264433892,,,,credit_risk_benchmark,
,,,0.086774261,,,,credit_risk_benchmark,
,,,0.370044997,,,,credit_risk_benchmark,
,,,0.499911894,,,,credit_risk_benchmark,
,,,0.268774704,,,,credit_risk_benchmark,
,,,0.454280358,,,,credit_risk_benchmark,
,,,0.705696619,,,,credit_risk_benchmark,
,,,0.76538829,,,,credit_risk_benchmark,
,,,0.0,,,,credit_risk_benchmark,
,,,2.044636909,,,,credit_risk_benchmark,
,,,0.0,,,,credit_risk_benchmark,
,,,0.553968254,,,,credit_risk_benchmark,
,,,0.154978647,,,,credit_risk_benchmark,
,,,0.347708466,,,,credit_risk_benchmark,
,,,0.350313152,,,,credit_risk_benchmark,
,,,0.822435513,,,,credit_risk_benchmark,
,,,0.089740358,,,,credit_risk_benchmark,
,,,0.434505901,,,,credit_risk_benchmark,
,,,0.396419437,,,,credit_risk_benchmark,
,,,0.106182228,,,,credit_risk_benchmark,
,,,0.145742832,,,,credit_risk_benchmark,
,,,0.285747501,,,,credit_risk_benchmark,
,,,0.47184466,,,,credit_risk_benchmark,
,,,0.801082365,,,,credit_risk_benchmark,
,,,0.465942591,,,,credit_risk_benchmark,
,,,0.370602776,,,,credit_risk_benchmark,
,,,0.255794928,,,,credit_risk_benchmark,
,,,0.311392984,,,,credit_risk_benchmark,
,,,0.34495688,,,,credit_risk_benchmark,
,,,1.429514097,,,,credit_risk_benchmark,
,,,0.104986877,,,,credit_risk_benchmark,
,,,1.11555278,,,,credit_risk_benchmark,
,,,0.65823061,,,,credit_risk_benchmark,
,,,0.006499188,,,,credit_risk_benchmark,
,,,0.386540161,,,,credit_risk_benchmark,
,,,0.398100317,,,,credit_risk_benchmark,
,,,0.176672384,,,,credit_risk_benchmark,
,,,0.018131652,,,,credit_risk_benchmark,
,,,0.531446855,,,,credit_risk_benchmark,
,,,0.155514536,,,,credit_risk_benchmark,
,,,0.125968508,,,,credit_risk_benchmark,
,,,0.069254129,,,,credit_risk_benchmark,
,,,0.0,,,,credit_risk_benchmark,
,,,0.225954809,,,,credit_risk_benchmark,
,,,0.63549677,,,,credit_risk_benchmark,
,,,0.028906759,,,,credit_risk_benchmark,
,,,0.797506739,,,,credit_risk_benchmark,
,,,0.730741541,,,,credit_risk_benchmark,
,,,0.277367547,,,,credit_risk_benchmark,
,,,0.394483025,,,,credit_risk_benchmark,
,,,0.205264912,,,,credit_risk_benchmark,
,,,0.0,,,,credit_risk_benchmark,
,,,0.376005852,,,,credit_risk_benchmark,
,,,0.319971195,,,,credit_risk_benchmark,
,,,0.0,,,,credit_risk_benchmark,
,,,0.0,,,,credit_risk_benchmark,
,,,0.7646582,,,,credit_risk_benchmark,
,,,0.439491773,,,,credit_risk_benchmark,
,,,0.146762887,,,,credit_risk_benchmark,
,,,0.711634547,,,,credit_risk_benchmark,
,,,0.347556682,,,,credit_risk_benchmark,
,,,1.542659493,,,,credit_risk_benchmark,
,,,0.026216396,,,,credit_risk_benchmark,
,,,0.19524224,,,,credit_risk_benchmark,
,,,0.406966321,,,,credit_risk_benchmark,
,,,0.424708171,,,,credit_risk_benchmark,
,,,0.0,,,,credit_risk_benchmark,
,,,0.67844052,,,,credit_risk_benchmark,
,,,0.054389122,,,,credit_risk_benchmark,
,,,0.031488395,,,,credit_risk_benchmark,
,,,0.416924985,,,,credit_risk_benchmark,
,,,0.351664834,,,,credit_risk_benchmark,
,,,0.982463644,,,,credit_risk_benchmark,
,,,0.192992112,,,,credit_risk_benchmark,
,,,0.362212596,,,,credit_risk_benchmark,
,,,0.758058739,,,,credit_risk_benchmark,
,,,0.094018657,,,,credit_risk_benchmark,
,,,0.711441532,,,,credit_risk_benchmark,
,,,0.143958869,,,,credit_risk_benchmark,
,,,0.037488285,,,,credit_risk_benchmark,
,,,0.669018225,,,,credit_risk_benchmark,
,,,0.07177395,,,,credit_risk_benchmark,
,,,0.74351832,,,,credit_risk_benchmark,
,,,0.202449388,,,,credit_risk_benchmark,
,,,0.261736853,,,,credit_risk_benchmark,
,,,0.202037351,,,,credit_risk_benchmark,
,,,0.266163075,,,,credit_risk_benchmark,
,,,0.974512744,,,,credit_risk_benchmark,
,,,0.266577807,,,,credit_risk_benchmark,
,,,0.024080268,,,,credit_risk_benchmark,
,,,0.37797412,,,,credit_risk_benchmark,
,,,1.439755691,,,,credit_risk_benchmark,
,,,0.609861395,,,,credit_risk_benchmark,
,,,0.459962317,,,,credit_risk_benchmark,
,,,0.166797797,,,,credit_risk_benchmark,
,,,0.177764014,,,,credit_risk_benchmark,
,,,0.796489669,,,,credit_risk_benchmark,
,,,0.510757717,,,,credit_risk_benchmark,
,,,0.925735504,,,,credit_risk_benchmark,
,,,0.840889502,,,,credit_risk_benchmark,
,,,0.268888206,,,,credit_risk_benchmark,
,,,1.353706625,,,,credit_risk_benchmark,
,,,0.373148656,,,,credit_risk_benchmark,
,,,0.094322551,,,,credit_risk_benchmark,
,,,0.108786611,,,,credit_risk_benchmark,
,,,0.008703481,,,,credit_risk_benchmark,
,,,1.752579684,,,,credit_risk_benchmark,
,,,0.326618379,,,,credit_risk_benchmark,
,,,1.96310241,,,,credit_risk_benchmark,
,,,0.369968717,,,,credit_risk_benchmark,
,,,0.474342009,,,,credit_risk_benchmark,
,,,0.028994201,,,,credit_risk_benchmark,
,,,0.546132641,,,,credit_risk_benchmark,
,,,0.428350356,,,,credit_risk_benchmark,
,,,0.202749141,,,,credit_risk_benchmark,
,,,0.594430561,,,,credit_risk_benchmark,
,,,0.932186235,,,,credit_risk_benchmark,
,,,0.58591873,,,,credit_risk_benchmark,
,,,0.32223968,,,,credit_risk_benchmark,
,,,0.731411726,,,,credit_risk_benchmark,
,,,0.81669444,,,,credit_risk_benchmark,
,,,0.289892632,,,,credit_risk_benchmark,
,,,1.409585416,,,,credit_risk_benchmark,
,,,1.109372399,,,,credit_risk_benchmark,
,,,0.599584067,,,,credit_risk_benchmark,
,,,0.227517294,,,,credit_risk_benchmark,
,,,0.250707851,,,,credit_risk_benchmark,
,,,0.357107149,,,,credit_risk_benchmark,
,,,0.347727914,,,,credit_risk_benchmark,
,,,0.409892134,,,,credit_risk_benchmark,
,,,0.029161806,,,,credit_risk_benchmark,
,,,0.16166839,,,,credit_risk_benchmark,
,,,0.49390122,,,,credit_risk_benchmark,
,,,0.532759902,,,,credit_risk_benchmark,
,,,0.920748614,,,,credit_risk_benchmark,
,,,0.345702749,,,,credit_risk_benchmark,
,,,0.293308891,,,,credit_risk_benchmark,
,,,0.368294153,,,,credit_risk_benchmark,
,,,0.399280576,,,,credit_risk_benchmark,
,,,0.270529837,,,,credit_risk_benchmark,
,,,0.636284132,,,,credit_risk_benchmark,
,,,0.230989957,,,,credit_risk_benchmark,
,,,0.186908019,,,,credit_risk_benchmark,
,,,0.948694596,,,,credit_risk_benchmark,
,,,0.575395915,,,,credit_risk_benchmark,
,,,0.359133748,,,,credit_risk_benchmark,
,,,0.089982004,,,,credit_risk_benchmark,
,,,0.891223314,,,,credit_risk_benchmark,
,,,0.106695355,,,,credit_risk_benchmark,
,,,0.03200883,,,,credit_risk_benchmark,
,,,1.030333842,,,,credit_risk_benchmark,
,,,0.855523043,,,,credit_risk_benchmark,
,,,0.138132595,,,,credit_risk_benchmark,
,,,1.181818182,,,,credit_risk_benchmark,
,,,0.512904183,,,,credit_risk_benchmark,
,,,0.597834205,,,,credit_risk_benchmark,
,,,0.791512294,,,,credit_risk_benchmark,
,,,0.47762331,,,,credit_risk_benchmark,
,,,0.096725819,,,,credit_risk_benchmark,
,,,0.003552972,,,,credit_risk_benchmark,
,,,0.748296229,,,,credit_risk_benchmark,
,,,0.005661713,,,,credit_risk_benchmark,
,,,0.340164959,,,,credit_risk_benchmark,
,,,0.506873773,,,,credit_risk_benchmark,
,,,0.062377072,,,,credit_risk_benchmark,
,,,2.257722235,,,,credit_risk_benchmark,
,,,0.378180151,,,,credit_risk_benchmark,
,,,0.41943662,,,,credit_risk_benchmark,
,,,0.494257274,,,,credit_risk_benchmark,
,,,0.158841159,,,,credit_risk_benchmark,
,,,0.780982906,,,,credit_risk_benchmark,
,,,0.237712022,,,,credit_risk_benchmark,
,,,0.357366444,,,,credit_risk_benchmark,
,,,0.166604961,,,,credit_risk_benchmark,
,,,0.21093372,,,,credit_risk_benchmark,
,,,0.030396526,,,,credit_risk_benchmark,
,,,0.005828476,,,,credit_risk_benchmark,
,,,0.151198763,,,,credit_risk_benchmark,
,,,1.267664739,,,,credit_risk_benchmark,
,,,2.838053982,,,,credit_risk_benchmark,
,,,0.335791513,,,,credit_risk_benchmark,
,,,0.937250428,,,,credit_risk_benchmark,
,,,0.213898164,,,,credit_risk_benchmark,
,,,0.453649479,,,,credit_risk_benchmark,
,,,0.363120691,,,,credit_risk_benchmark,
,,,1.119220195,,,,credit_risk_benchmark,
,,,0.13221205,,,,credit_risk_benchmark,
,,,0.373477255,,,,credit_risk_benchmark,
,,,266.0,,,,credit_risk_benchmark,
,,,0.366579386,,,,credit_risk_benchmark,
,,,0.454317269,,,,credit_risk_benchmark,
,,,0.450129686,,,,credit_risk_benchmark,
,,,0.436412768,,,,credit_risk_benchmark,
,,,0.820790816,,,,credit_risk_benchmark,
,,,0.397867378,,,,credit_risk_benchmark,
,,,0.273171583,,,,credit_risk_benchmark,
,,,0.461973055,,,,credit_risk_benchmark,
,,,1.108325596,,,,credit_risk_benchmark,
,,,0.365737344,,,,credit_risk_benchmark,
,,,0.435287117,,,,credit_risk_benchmark,
,,,0.525849757,,,,credit_risk_benchmark,
,,,0.370297941,,,,credit_risk_benchmark,
,,,0.081739667,,,,credit_risk_benchmark,
,,,0.180622259,,,,credit_risk_benchmark,
,,,0.719173799,,,,credit_risk_benchmark,
,,,0.487504057,,,,credit_risk_benchmark,
,,,0.32077987,,,,credit_risk_benchmark,
,,,0.228611501,,,,credit_risk_benchmark,
,,,0.037912673,,,,credit_risk_benchmark,
,,,0.400085702,,,,credit_risk_benchmark,
,,,0.104271779,,,,credit_risk_benchmark,
,,,0.007495315,,,,credit_risk_benchmark,
,,,0.286261165,,,,credit_risk_benchmark,
,,,0.263827577,,,,credit_risk_benchmark,
,,,15.46774577,,,,credit_risk_benchmark,
,,,0.002553105,,,,credit_risk_benchmark,
,,,0.911772057,,,,credit_risk_benchmark,
,,,0.232769193,,,,credit_risk_benchmark,
,,,1.349089921,,,,credit_risk_benchmark,
,,,0.554016164,,,,credit_risk_benchmark,
,,,0.678762641,,,,credit_risk_benchmark,
,,,0.433927679,,,,credit_risk_benchmark,
,,,0.144570502,,,,credit_risk_benchmark,
,,,0.87187642,,,,credit_risk_benchmark,
,,,0.176342072,,,,credit_risk_benchmark,
,,,2.323870452,,,,credit_risk_benchmark,
,,,0.0,,,,credit_risk_benchmark,
,,,0.006997667,,,,credit_risk_benchmark,
,,,0.239411016,,,,credit_risk_benchmark,
,,,0.004218091,,,,credit_risk_benchmark,
,,,0.357528494,,,,credit_risk_benchmark,
,,,0.373439274,,,,credit_risk_benchmark,
,,,0.020137185,,,,credit_risk_benchmark,
,,,0.844503012,,,,credit_risk_benchmark,
,,,0.12315074,,,,credit_risk_benchmark,
,,,0.220366467,,,,credit_risk_benchmark,
,,,0.159143722,,,,credit_risk_benchmark,
,,,0.530747588,,,,credit_risk_benchmark,
,,,0.200374922,,,,credit_risk_benchmark,
,,,0.036304962,,,,credit_risk_benchmark,
,,,0.458382181,,,,credit_risk_benchmark,
,,,0.513948605,,,,credit_risk_benchmark,
,,,0.144923077,,,,credit_risk_benchmark,
,,,0.90802044,,,,credit_risk_benchmark,
,,,0.149591452,,,,credit_risk_benchmark,
,,,0.30448869,,,,credit_risk_benchmark,
,,,0.266359284,,,,credit_risk_benchmark,
,,,0.287199053,,,,credit_risk_benchmark,
,,,0.488446411,,,,credit_risk_benchmark,
,,,0.586611606,,,,credit_risk_benchmark,
,,,0.499500167,,,,credit_risk_benchmark,
,,,0.169519343,,,,credit_risk_benchmark,
,,,0.601345669,,,,credit_risk_benchmark,
,,,0.3156379,,,,credit_risk_benchmark,
,,,0.119352089,,,,credit_risk_benchmark,
,,,0.549358342,,,,credit_risk_benchmark,
,,,0.727171077,,,,credit_risk_benchmark,
,,,0.39661746,,,,credit_risk_benchmark,
,,,0.274750081,,,,credit_risk_benchmark,
,,,0.03992016,,,,credit_risk_benchmark,
,,,0.142429907,,,,credit_risk_benchmark,
,,,0.311280343,,,,credit_risk_benchmark,
,,,1.159063101,,,,credit_risk_benchmark,
,,,0.099902057,,,,credit_risk_benchmark,
,,,0.459448896,,,,credit_risk_benchmark,
,,,0.265496556,,,,credit_risk_benchmark,
,,,20809.0,,,,credit_risk_benchmark,
,,,1.604963806,,,,credit_risk_benchmark,
,,,0.349766888,,,,credit_risk_benchmark,
,,,0.236488597,,,,credit_risk_benchmark,
,,,0.088760982,,,,credit_risk_benchmark,
,,,0.426095651,,,,credit_risk_benchmark,
,,,0.223806752,,,,credit_risk_benchmark,
,,,0.447712691,,,,credit_risk_benchmark,
,,,0.409412078,,,,credit_risk_benchmark,
,,,0.610111592,,,,credit_risk_benchmark,
,,,0.314779271,,,,credit_risk_benchmark,
,,,0.174330268,,,,credit_risk_benchmark,
,,,0.570095534,,,,credit_risk_benchmark,
,,,0.770089286,,,,credit_risk_benchmark,
,,,0.055145362,,,,credit_risk_benchmark,
,,,0.225836217,,,,credit_risk_benchmark,
,,,0.362563581,,,,credit_risk_benchmark,
,,,0.639636364,,,,credit_risk_benchmark,
,,,1.264612596,,,,credit_risk_benchmark,
,,,1.199928597,,,,credit_risk_benchmark,
,,,0.393866216,,,,credit_risk_benchmark,
,,,0.292598201,,,,credit_risk_benchmark,
,,,0.105931547,,,,credit_risk_benchmark,
,,,0.135104256,,,,credit_risk_benchmark,
,,,0.61368865,,,,credit_risk_benchmark,
